case_id,specialty,model,llm_cost,phys_cost,excess,excess_pos,dvir,grok,shahar
MTS_0117,SOAP / Chart / Progress Notes,Grok 4.1,36.38,22.86,13.520000000000003,13.520000000000003,4,2,3
MTS_0117,SOAP / Chart / Progress Notes,OpenEvidence,22.86,22.86,0.0,0.0,4,4,2
MTS_0118,SOAP / Chart / Progress Notes,GPT-5.2,71.6,0.0,71.6,71.6,3,1,2
MTS_0118,SOAP / Chart / Progress Notes,Claude 4.5,0.0,0.0,0.0,0.0,4,4,3
MTS_0118,SOAP / Chart / Progress Notes,Gemini 3,40.75,0.0,40.75,40.75,3,2,3
MTS_0118,SOAP / Chart / Progress Notes,Grok 4.1,37.59,0.0,37.59,37.59,3,1,2
MTS_0118,SOAP / Chart / Progress Notes,OpenEvidence,52.65,0.0,52.65,52.65,3,2,2
MTS_0119,SOAP / Chart / Progress Notes,GPT-5.2,0.0,0.0,0.0,0.0,4,4,3
MTS_0119,SOAP / Chart / Progress Notes,Claude 4.5,0.0,0.0,0.0,0.0,4,4,3
MTS_0119,SOAP / Chart / Progress Notes,Gemini 3,0.0,0.0,0.0,0.0,4,4,3
MTS_0119,SOAP / Chart / Progress Notes,Grok 4.1,0.0,0.0,0.0,0.0,4,4,3
MTS_0119,SOAP / Chart / Progress Notes,OpenEvidence,0.0,0.0,0.0,0.0,4,4,3
MTS_0120,SOAP / Chart / Progress Notes,GPT-5.2,0.0,0.0,0.0,0.0,4,4,3
MTS_0120,SOAP / Chart / Progress Notes,Claude 4.5,0.0,0.0,0.0,0.0,4,4,3
MTS_0120,SOAP / Chart / Progress Notes,Gemini 3,0.0,0.0,0.0,0.0,4,4,3
MTS_0120,SOAP / Chart / Progress Notes,Grok 4.1,288.61,0.0,288.61,288.61,2,1,2
MTS_0120,SOAP / Chart / Progress Notes,OpenEvidence,9.27,0.0,9.27,9.27,2,2,2
MTS_0121,SOAP / Chart / Progress Notes,GPT-5.2,50.46,0.0,50.46,50.46,3,2,3
MTS_0121,SOAP / Chart / Progress Notes,Claude 4.5,12.39,0.0,12.39,12.39,4,3,3
MTS_0121,SOAP / Chart / Progress Notes,Gemini 3,0.0,0.0,0.0,0.0,4,4,3
MTS_0121,SOAP / Chart / Progress Notes,Grok 4.1,37.64,0.0,37.64,37.64,3,2,3
MTS_0121,SOAP / Chart / Progress Notes,OpenEvidence,18.39,0.0,18.39,18.39,3,3,3
MTS_0122,SOAP / Chart / Progress Notes,GPT-5.2,123.18,0.0,123.18,123.18,3,3,3
MTS_0122,SOAP / Chart / Progress Notes,Claude 4.5,3.93,0.0,3.93,3.93,4,4,4
MTS_0122,SOAP / Chart / Progress Notes,Gemini 3,115.15,0.0,115.15,115.15,3,2,4
MTS_0122,SOAP / Chart / Progress Notes,Grok 4.1,7.77,0.0,7.77,7.77,3,3,4
MTS_0122,SOAP / Chart / Progress Notes,OpenEvidence,0.0,0.0,0.0,0.0,4,4,4
MTS_0123,SOAP / Chart / Progress Notes,GPT-5.2,0.0,0.0,0.0,0.0,4,4,3
MTS_0123,SOAP / Chart / Progress Notes,Claude 4.5,0.0,0.0,0.0,0.0,4,4,3
MTS_0123,SOAP / Chart / Progress Notes,Gemini 3,0.0,0.0,0.0,0.0,4,4,3
MTS_0123,SOAP / Chart / Progress Notes,Grok 4.1,0.0,0.0,0.0,0.0,4,4,3
MTS_0123,SOAP / Chart / Progress Notes,OpenEvidence,0.0,0.0,0.0,0.0,4,4,3
MTS_0124,SOAP / Chart / Progress Notes,GPT-5.2,47.01,0.0,47.01,47.01,4,2,4
MTS_0124,SOAP / Chart / Progress Notes,Claude 4.5,44.34,0.0,44.34,44.34,4,3,4
MTS_0124,SOAP / Chart / Progress Notes,Gemini 3,47.0,0.0,47.0,47.0,4,2,4
MTS_0124,SOAP / Chart / Progress Notes,Grok 4.1,77.58,0.0,77.58,77.58,4,3,4
MTS_0124,SOAP / Chart / Progress Notes,OpenEvidence,152.48,0.0,152.48,152.48,3,1,3
MTS_0125,SOAP / Chart / Progress Notes,GPT-5.2,67.04,0.0,67.04,67.04,3,2,4
MTS_0125,SOAP / Chart / Progress Notes,Claude 4.5,44.85,0.0,44.85,44.85,4,4,4
MTS_0125,SOAP / Chart / Progress Notes,Gemini 3,42.77,0.0,42.77,42.77,4,4,4
MTS_0125,SOAP / Chart / Progress Notes,Grok 4.1,51.14,0.0,51.14,51.14,4,2,4
MTS_0125,SOAP / Chart / Progress Notes,OpenEvidence,77.65,0.0,77.65,77.65,4,2,2
MTS_0130,SOAP / Chart / Progress Notes,GPT-5.2,0.0,0.0,0.0,0.0,3,1,2
MTS_0130,SOAP / Chart / Progress Notes,Claude 4.5,0.0,0.0,0.0,0.0,4,4,3
MTS_0130,SOAP / Chart / Progress Notes,Gemini 3,0.0,0.0,0.0,0.0,4,3,3
MTS_0130,SOAP / Chart / Progress Notes,Grok 4.1,0.0,0.0,0.0,0.0,4,3,3
MTS_0130,SOAP / Chart / Progress Notes,OpenEvidence,47.76,0.0,47.76,47.76,2,1,1
MTS_0131,SOAP / Chart / Progress Notes,GPT-5.2,37.07,0.0,37.07,37.07,4,2,3
MTS_0131,SOAP / Chart / Progress Notes,Claude 4.5,0.0,0.0,0.0,0.0,4,4,3
MTS_0131,SOAP / Chart / Progress Notes,Gemini 3,13.39,0.0,13.39,13.39,4,4,4
MTS_0131,SOAP / Chart / Progress Notes,Grok 4.1,37.59,0.0,37.59,37.59,4,2,3
MTS_0131,SOAP / Chart / Progress Notes,OpenEvidence,0.0,0.0,0.0,0.0,4,4,3
MTS_0132,SOAP / Chart / Progress Notes,GPT-5.2,44.42,24.0,20.42,20.42,4,2,2
MTS_0132,SOAP / Chart / Progress Notes,Claude 4.5,9.71,24.0,-14.29,0.0,4,3,2
MTS_0132,SOAP / Chart / Progress Notes,Gemini 3,0.0,24.0,-24.0,0.0,3,1,1
MTS_0132,SOAP / Chart / Progress Notes,Grok 4.1,46.61,24.0,22.61,22.61,2,1,2
MTS_0132,SOAP / Chart / Progress Notes,OpenEvidence,92.91,24.0,68.91,68.91,3,3,2
MTS_0134,SOAP / Chart / Progress Notes,GPT-5.2,148.59,0.0,148.59,148.59,4,4,4
MTS_0134,SOAP / Chart / Progress Notes,Claude 4.5,195.73,0.0,195.73,195.73,4,3,4
MTS_0134,SOAP / Chart / Progress Notes,Gemini 3,195.73,0.0,195.73,195.73,4,1,3
MTS_0134,SOAP / Chart / Progress Notes,Grok 4.1,48.38,0.0,48.38,48.38,2,3,2
MTS_0134,SOAP / Chart / Progress Notes,OpenEvidence,0.0,0.0,0.0,0.0,4,4,4
MTS_0140,SOAP / Chart / Progress Notes,GPT-5.2,97.1,0.0,97.1,97.1,3,1,3
MTS_0140,SOAP / Chart / Progress Notes,Claude 4.5,0.0,0.0,0.0,0.0,3,2,3
MTS_0140,SOAP / Chart / Progress Notes,Gemini 3,29.98,0.0,29.98,29.98,2,2,3
MTS_0140,SOAP / Chart / Progress Notes,Grok 4.1,44.14,0.0,44.14,44.14,3,2,2
MTS_0140,SOAP / Chart / Progress Notes,OpenEvidence,4.47,0.0,4.47,4.47,3,3,3
MTS_0142,SOAP / Chart / Progress Notes,GPT-5.2,192.26,9.71,182.54999999999998,182.54999999999998,2,1,3
MTS_0142,SOAP / Chart / Progress Notes,Claude 4.5,90.0,9.71,80.28999999999999,80.28999999999999,4,4,3
MTS_0142,SOAP / Chart / Progress Notes,Gemini 3,79.62,9.71,69.91,69.91,3,1,3
MTS_0142,SOAP / Chart / Progress Notes,Grok 4.1,123.46,9.71,113.75,113.75,2,3,2
MTS_0142,SOAP / Chart / Progress Notes,OpenEvidence,58.38,9.71,48.67,48.67,4,4,4
MTS_0143,SOAP / Chart / Progress Notes,GPT-5.2,204.97,0.0,204.97,204.97,4,3,4
MTS_0143,SOAP / Chart / Progress Notes,Claude 4.5,601.03,0.0,601.03,601.03,2,1,2
MTS_0143,SOAP / Chart / Progress Notes,Gemini 3,222.27,0.0,222.27,222.27,4,3,4
MTS_0143,SOAP / Chart / Progress Notes,Grok 4.1,484.57,0.0,484.57,484.57,1,1,1
MTS_0143,SOAP / Chart / Progress Notes,OpenEvidence,426.76,0.0,426.76,426.76,2,1,1
MTS_0145,SOAP / Chart / Progress Notes,GPT-5.2,214.1,0.0,214.1,214.1,3,4,4
MTS_0145,SOAP / Chart / Progress Notes,Claude 4.5,55.68,0.0,55.68,55.68,4,2,3
MTS_0145,SOAP / Chart / Progress Notes,Gemini 3,87.05,0.0,87.05,87.05,4,2,3
MTS_0145,SOAP / Chart / Progress Notes,Grok 4.1,0.0,0.0,0.0,0.0,4,3,2
MTS_0145,SOAP / Chart / Progress Notes,OpenEvidence,0.0,0.0,0.0,0.0,4,3,2
MTS_0149,SOAP / Chart / Progress Notes,GPT-5.2,17.26,48.43,-31.169999999999998,0.0,4,2,3
MTS_0149,SOAP / Chart / Progress Notes,Claude 4.5,8.46,48.43,-39.97,0.0,4,4,3
MTS_0149,SOAP / Chart / Progress Notes,Gemini 3,8.46,48.43,-39.97,0.0,4,4,3
MTS_0149,SOAP / Chart / Progress Notes,Grok 4.1,33.03,48.43,-15.399999999999999,0.0,4,2,3
MTS_0149,SOAP / Chart / Progress Notes,OpenEvidence,107.99,48.43,59.559999999999995,59.559999999999995,4,1,3
MTS_0152,SOAP / Chart / Progress Notes,GPT-5.2,64.92,0.0,64.92,64.92,4,4,4
MTS_0152,SOAP / Chart / Progress Notes,Claude 4.5,28.29,0.0,28.29,28.29,4,1,3
MTS_0152,SOAP / Chart / Progress Notes,Gemini 3,417.2,0.0,417.2,417.2,4,3,2
MTS_0152,SOAP / Chart / Progress Notes,Grok 4.1,28.04,0.0,28.04,28.04,3,2,2
MTS_0152,SOAP / Chart / Progress Notes,OpenEvidence,0.0,0.0,0.0,0.0,4,3,4
MTS_0153,SOAP / Chart / Progress Notes,GPT-5.2,37.07,0.0,37.07,37.07,4,2,3
MTS_0153,SOAP / Chart / Progress Notes,Claude 4.5,0.0,0.0,0.0,0.0,4,2,3
MTS_0153,SOAP / Chart / Progress Notes,Gemini 3,0.0,0.0,0.0,0.0,4,3,4
MTS_0153,SOAP / Chart / Progress Notes,Grok 4.1,162.33,0.0,162.33,162.33,3,2,3
MTS_0153,SOAP / Chart / Progress Notes,OpenEvidence,0.0,0.0,0.0,0.0,4,4,3
MTS_0157,SOAP / Chart / Progress Notes,GPT-5.2,33.66,0.0,33.66,33.66,3,1,3
MTS_0157,SOAP / Chart / Progress Notes,Claude 4.5,0.0,0.0,0.0,0.0,4,4,3
MTS_0157,SOAP / Chart / Progress Notes,Gemini 3,0.0,0.0,0.0,0.0,4,4,3
MTS_0157,SOAP / Chart / Progress Notes,Grok 4.1,0.0,0.0,0.0,0.0,4,4,3
MTS_0157,SOAP / Chart / Progress Notes,OpenEvidence,0.0,0.0,0.0,0.0,4,4,3
MTS_0159,SOAP / Chart / Progress Notes,GPT-5.2,173.92,0.0,173.92,173.92,3,2,2
MTS_0159,SOAP / Chart / Progress Notes,Claude 4.5,353.79,0.0,353.79,353.79,4,2,2
MTS_0159,SOAP / Chart / Progress Notes,Gemini 3,189.05,0.0,189.05,189.05,4,4,4
MTS_0159,SOAP / Chart / Progress Notes,Grok 4.1,199.83,0.0,199.83,199.83,3,1,2
MTS_0159,SOAP / Chart / Progress Notes,OpenEvidence,553.87,0.0,553.87,553.87,2,2,1
MTS_0162,SOAP / Chart / Progress Notes,GPT-5.2,209.34,41.88,167.46,167.46,2,2,4
MTS_0162,SOAP / Chart / Progress Notes,Claude 4.5,83.31,41.88,41.43,41.43,4,3,3
MTS_0162,SOAP / Chart / Progress Notes,Gemini 3,28.04,41.88,-13.840000000000003,0.0,4,3,3
MTS_0162,SOAP / Chart / Progress Notes,Grok 4.1,69.77,41.88,27.889999999999993,27.889999999999993,4,3,3
MTS_0162,SOAP / Chart / Progress Notes,OpenEvidence,272.43,41.88,230.55,230.55,2,1,2
MTS_0164,SOAP / Chart / Progress Notes,GPT-5.2,0.0,0.0,0.0,0.0,4,2,2
MTS_0164,SOAP / Chart / Progress Notes,Claude 4.5,0.0,0.0,0.0,0.0,4,3,3
MTS_0164,SOAP / Chart / Progress Notes,Gemini 3,0.0,0.0,0.0,0.0,4,2,3
MTS_0164,SOAP / Chart / Progress Notes,Grok 4.1,0.0,0.0,0.0,0.0,4,2,3
MTS_0164,SOAP / Chart / Progress Notes,OpenEvidence,0.0,0.0,0.0,0.0,4,3,3
MTS_0179,General Medicine,GPT-5.2,0.0,381.44,-381.44,0.0,4,1,3
MTS_0179,General Medicine,Claude 4.5,0.0,381.44,-381.44,0.0,4,3,3
MTS_0179,General Medicine,Gemini 3,0.0,381.44,-381.44,0.0,4,2,3
MTS_0179,General Medicine,Grok 4.1,381.44,381.44,0.0,0.0,4,4,3
MTS_0179,General Medicine,OpenEvidence,46.09,381.44,-335.35,0.0,4,1,2
MTS_0189,General Medicine,GPT-5.2,97.64,0.0,97.64,97.64,4,1,3
MTS_0189,General Medicine,Claude 4.5,34.27,0.0,34.27,34.27,4,2,3
MTS_0189,General Medicine,Gemini 3,31.59,0.0,31.59,31.59,4,3,3
MTS_0189,General Medicine,Grok 4.1,16.23,0.0,16.23,16.23,4,3,3
MTS_0189,General Medicine,OpenEvidence,49.64,0.0,49.64,49.64,4,2,3
MTS_0213,General Medicine,GPT-5.2,260.14,0.0,260.14,260.14,3,1,4
MTS_0213,General Medicine,Claude 4.5,4.01,0.0,4.01,4.01,4,4,4
MTS_0213,General Medicine,Gemini 3,9.03,0.0,9.03,9.03,4,4,4
MTS_0213,General Medicine,Grok 4.1,48.19,0.0,48.19,48.19,4,3,4
MTS_0213,General Medicine,OpenEvidence,9.03,0.0,9.03,9.03,4,4,4
MTS_0230,General Medicine,GPT-5.2,15.36,0.0,15.36,15.36,4,2,3
MTS_0230,General Medicine,Claude 4.5,0.0,0.0,0.0,0.0,4,4,3
MTS_0230,General Medicine,Gemini 3,0.0,0.0,0.0,0.0,4,3,3
MTS_0230,General Medicine,Grok 4.1,0.0,0.0,0.0,0.0,4,3,3
MTS_0230,General Medicine,OpenEvidence,0.0,0.0,0.0,0.0,4,1,3
MTS_0231,General Medicine,GPT-5.2,81.85,0.0,81.85,81.85,3,2,4
MTS_0231,General Medicine,Claude 4.5,49.02,0.0,49.02,49.02,3,3,3
MTS_0231,General Medicine,Gemini 3,0.0,0.0,0.0,0.0,4,1,3
MTS_0231,General Medicine,Grok 4.1,78.54,0.0,78.54,78.54,3,4,4
MTS_0231,General Medicine,OpenEvidence,106.6,0.0,106.6,106.6,3,2,4
MTS_0235,General Medicine,GPT-5.2,0.0,0.0,0.0,0.0,4,1,3
MTS_0235,General Medicine,Claude 4.5,0.0,0.0,0.0,0.0,4,2,2
MTS_0235,General Medicine,Gemini 3,0.0,0.0,0.0,0.0,4,2,3
MTS_0235,General Medicine,Grok 4.1,0.0,0.0,0.0,0.0,4,1,3
MTS_0235,General Medicine,OpenEvidence,0.0,0.0,0.0,0.0,3,1,2
MTS_0238,General Medicine,GPT-5.2,0.0,0.0,0.0,0.0,3,3,4
MTS_0238,General Medicine,Claude 4.5,0.0,0.0,0.0,0.0,3,1,3
MTS_0238,General Medicine,Gemini 3,0.0,0.0,0.0,0.0,3,1,3
MTS_0238,General Medicine,Grok 4.1,0.0,0.0,0.0,0.0,3,4,4
MTS_0238,General Medicine,OpenEvidence,0.0,0.0,0.0,0.0,3,3,4
MTS_0239,General Medicine,GPT-5.2,2699.01,367.07,2331.94,2331.94,1,4,4
MTS_0239,General Medicine,Claude 4.5,943.05,526.06,416.99,416.99,2,3,4
MTS_0239,General Medicine,Gemini 3,514.3,526.06,-11.759999999999991,0.0,4,3,4
MTS_0239,General Medicine,Grok 4.1,931.17,534.41,396.76,396.76,3,2,3
MTS_0239,General Medicine,OpenEvidence,1203.62,676.36,527.2599999999999,527.2599999999999,3,4,4
MTS_0254,General Medicine,GPT-5.2,232.63,121.57,111.06,111.06,3,3,4
MTS_0254,General Medicine,Claude 4.5,45.81,121.57,-75.75999999999999,0.0,4,2,3
MTS_0254,General Medicine,Gemini 3,201.77,121.57,80.20000000000002,80.20000000000002,4,2,4
MTS_0254,General Medicine,Grok 4.1,72.12,121.57,-49.44999999999999,0.0,3,3,3
MTS_0254,General Medicine,OpenEvidence,82.36,121.57,-39.209999999999994,0.0,4,1,4
MTS_0255,General Medicine,GPT-5.2,1121.45,403.36,718.09,718.09,2,2,3
MTS_0255,General Medicine,Claude 4.5,425.21,403.36,21.849999999999966,21.849999999999966,4,3,3
MTS_0255,General Medicine,Gemini 3,816.39,403.36,413.03,413.03,3,1,4
MTS_0255,General Medicine,Grok 4.1,539.03,214.31,324.71999999999997,324.71999999999997,3,2,4
MTS_0255,General Medicine,OpenEvidence,608.82,214.31,394.51000000000005,394.51000000000005,3,2,4
MTS_0285,General Medicine,GPT-5.2,320.77,139.65,181.11999999999998,181.11999999999998,3,3,3
MTS_0285,General Medicine,Claude 4.5,311.33,139.65,171.67999999999998,171.67999999999998,3,2,3
MTS_0285,General Medicine,Gemini 3,170.47,139.65,30.819999999999993,30.819999999999993,4,3,3
MTS_0285,General Medicine,Grok 4.1,188.81,139.65,49.16,49.16,4,3,3
MTS_0285,General Medicine,OpenEvidence,153.74,139.65,14.090000000000003,14.090000000000003,4,4,3
MTS_0287,General Medicine,GPT-5.2,90.31,0.0,90.31,90.31,4,2,4
MTS_0287,General Medicine,Claude 4.5,81.09,0.0,81.09,81.09,4,3,4
MTS_0287,General Medicine,Gemini 3,59.92,0.0,59.92,59.92,4,4,4
MTS_0287,General Medicine,Grok 4.1,118.47,0.0,118.47,118.47,4,2,4
MTS_0287,General Medicine,OpenEvidence,162.32,0.0,162.32,162.32,4,2,4
MTS_0304,General Medicine,GPT-5.2,133.15,0.0,133.15,133.15,3,3,2
MTS_0304,General Medicine,Claude 4.5,7.87,0.0,7.87,7.87,4,1,1
MTS_0304,General Medicine,Gemini 3,114.08,0.0,114.08,114.08,3,3,3
MTS_0304,General Medicine,Grok 4.1,29.28,0.0,29.28,29.28,4,2,3
MTS_0304,General Medicine,OpenEvidence,183.04,0.0,183.04,183.04,3,1,2
MTS_0305,General Medicine,GPT-5.2,1125.34,399.22,726.1199999999999,726.1199999999999,2,3,3
MTS_0305,General Medicine,Claude 4.5,47.67,813.86,-766.19,0.0,4,4,4
MTS_0305,General Medicine,Gemini 3,205.41,813.86,-608.45,0.0,4,3,3
MTS_0305,General Medicine,Grok 4.1,275.82,813.86,-538.04,0.0,3,2,3
MTS_0305,General Medicine,OpenEvidence,581.0,813.86,-232.86,0.0,3,4,4
MTS_0314,General Medicine,GPT-5.2,80.03,0.0,80.03,80.03,3,3,2
MTS_0314,General Medicine,Claude 4.5,0.0,0.0,0.0,0.0,4,3,3
MTS_0314,General Medicine,Gemini 3,25.26,0.0,25.26,25.26,4,2,3
MTS_0314,General Medicine,Grok 4.1,7.77,0.0,7.77,7.77,4,3,2
MTS_0314,General Medicine,OpenEvidence,44.71,0.0,44.71,44.71,4,2,3
MTS_0316,General Medicine,GPT-5.2,0.0,0.0,0.0,0.0,4,4,3
MTS_0316,General Medicine,Claude 4.5,11.7,0.0,11.7,11.7,4,1,3
MTS_0316,General Medicine,Gemini 3,43.99,0.0,43.99,43.99,4,3,3
MTS_0316,General Medicine,Grok 4.1,56.13,0.0,56.13,56.13,4,2,3
MTS_0316,General Medicine,OpenEvidence,0.0,0.0,0.0,0.0,4,3,3
MTS_0317,General Medicine,GPT-5.2,105.93,0.0,105.93,105.93,3,1,4
MTS_0317,General Medicine,Claude 4.5,97.02,0.0,97.02,97.02,4,2,4
MTS_0317,General Medicine,Gemini 3,295.99,0.0,295.99,295.99,3,1,4
MTS_0317,General Medicine,Grok 4.1,104.23,0.0,104.23,104.23,3,1,4
MTS_0317,General Medicine,OpenEvidence,22.44,0.0,22.44,22.44,4,3,4
MTS_0321,General Medicine,GPT-5.2,0.0,0.0,0.0,0.0,4,4,3
MTS_0321,General Medicine,Claude 4.5,0.0,0.0,0.0,0.0,4,2,3
MTS_0321,General Medicine,Gemini 3,0.0,0.0,0.0,0.0,3,1,1
MTS_0321,General Medicine,Grok 4.1,0.0,0.0,0.0,0.0,4,4,3
MTS_0321,General Medicine,OpenEvidence,0.0,0.0,0.0,0.0,4,4,3
MTS_0324,General Medicine,GPT-5.2,0.0,0.0,0.0,0.0,4,2,4
MTS_0324,General Medicine,Claude 4.5,0.0,0.0,0.0,0.0,4,4,4
MTS_0324,General Medicine,Gemini 3,0.0,0.0,0.0,0.0,4,4,4
MTS_0324,General Medicine,Grok 4.1,0.0,0.0,0.0,0.0,4,3,4
MTS_0324,General Medicine,OpenEvidence,0.0,0.0,0.0,0.0,4,3,4
MTS_0325,General Medicine,GPT-5.2,0.0,0.0,0.0,0.0,4,2,3
MTS_0325,General Medicine,Claude 4.5,0.0,0.0,0.0,0.0,4,2,4
MTS_0325,General Medicine,Gemini 3,0.0,0.0,0.0,0.0,4,1,3
MTS_0325,General Medicine,Grok 4.1,0.0,0.0,0.0,0.0,4,2,4
MTS_0325,General Medicine,OpenEvidence,0.0,0.0,0.0,0.0,4,3,4
MTS_0327,General Medicine,GPT-5.2,0.0,0.0,0.0,0.0,4,4,3
MTS_0327,General Medicine,Claude 4.5,0.0,0.0,0.0,0.0,4,4,3
MTS_0327,General Medicine,Gemini 3,0.0,0.0,0.0,0.0,4,4,3
MTS_0327,General Medicine,Grok 4.1,0.0,0.0,0.0,0.0,4,4,3
MTS_0327,General Medicine,OpenEvidence,10.12,0.0,10.12,10.12,3,1,2
MTS_0328,General Medicine,GPT-5.2,0.0,0.0,0.0,0.0,3,2,3
MTS_0328,General Medicine,Claude 4.5,0.0,0.0,0.0,0.0,4,3,3
MTS_0328,General Medicine,Gemini 3,0.0,0.0,0.0,0.0,4,3,3
MTS_0328,General Medicine,Grok 4.1,0.0,0.0,0.0,0.0,3,2,3
MTS_0328,General Medicine,OpenEvidence,0.0,0.0,0.0,0.0,4,3,3
MTS_0329,General Medicine,GPT-5.2,0.0,0.0,0.0,0.0,4,4,4
MTS_0329,General Medicine,Claude 4.5,0.0,0.0,0.0,0.0,4,3,2
MTS_0329,General Medicine,Gemini 3,0.0,0.0,0.0,0.0,4,4,3
MTS_0329,General Medicine,Grok 4.1,0.0,0.0,0.0,0.0,4,3,2
MTS_0329,General Medicine,OpenEvidence,0.0,0.0,0.0,0.0,4,3,3
MTS_0331,General Medicine,GPT-5.2,0.0,0.0,0.0,0.0,3,1,2
MTS_0331,General Medicine,Claude 4.5,0.0,0.0,0.0,0.0,3,2,3
MTS_0331,General Medicine,Gemini 3,0.0,0.0,0.0,0.0,4,2,3
MTS_0331,General Medicine,Grok 4.1,0.0,0.0,0.0,0.0,3,2,3
MTS_0331,General Medicine,OpenEvidence,0.0,0.0,0.0,0.0,4,3,3
MTS_0332,General Medicine,GPT-5.2,0.0,0.0,0.0,0.0,4,2,3
MTS_0332,General Medicine,Claude 4.5,0.0,0.0,0.0,0.0,4,4,3
MTS_0332,General Medicine,Gemini 3,0.0,0.0,0.0,0.0,4,3,3
MTS_0332,General Medicine,Grok 4.1,0.0,0.0,0.0,0.0,4,3,3
MTS_0332,General Medicine,OpenEvidence,0.0,0.0,0.0,0.0,4,3,3
MTS_0333,General Medicine,GPT-5.2,397.07,0.0,397.07,397.07,2,4,2
MTS_0333,General Medicine,Claude 4.5,269.43,0.0,269.43,269.43,3,4,4
MTS_0333,General Medicine,Gemini 3,233.19,0.0,233.19,233.19,3,2,3
MTS_0333,General Medicine,Grok 4.1,40.78,0.0,40.78,40.78,3,1,2
MTS_0333,General Medicine,OpenEvidence,72.35,0.0,72.35,72.35,3,3,3
MTS_0334,General Medicine,GPT-5.2,344.11,0.0,344.11,344.11,3,3,4
MTS_0334,General Medicine,Claude 4.5,342.01,0.0,342.01,342.01,3,3,4
MTS_0334,General Medicine,Gemini 3,141.23,0.0,141.23,141.23,3,3,3
MTS_0334,General Medicine,Grok 4.1,119.42,0.0,119.42,119.42,3,2,2
MTS_0334,General Medicine,OpenEvidence,277.42,0.0,277.42,277.42,4,4,3
MTS_0336,General Medicine,GPT-5.2,0.0,0.0,0.0,0.0,4,3,3
MTS_0336,General Medicine,Claude 4.5,0.0,0.0,0.0,0.0,4,1,2
MTS_0336,General Medicine,Gemini 3,0.0,0.0,0.0,0.0,4,4,3
MTS_0336,General Medicine,Grok 4.1,0.0,0.0,0.0,0.0,4,2,3
MTS_0336,General Medicine,OpenEvidence,0.0,0.0,0.0,0.0,4,4,3
MTS_0337,General Medicine,GPT-5.2,0.0,0.0,0.0,0.0,4,2,3
MTS_0337,General Medicine,Claude 4.5,0.0,0.0,0.0,0.0,4,3,3
MTS_0337,General Medicine,Gemini 3,0.0,0.0,0.0,0.0,4,4,3
MTS_0337,General Medicine,Grok 4.1,0.0,0.0,0.0,0.0,3,1,2
MTS_0337,General Medicine,OpenEvidence,0.0,0.0,0.0,0.0,4,3,3
MTS_0338,General Medicine,GPT-5.2,18.33,50.77,-32.440000000000005,0.0,4,2,3
MTS_0338,General Medicine,Claude 4.5,7.77,50.77,-43.0,0.0,4,3,4
MTS_0338,General Medicine,Gemini 3,144.59,50.77,93.82,93.82,3,1,2
MTS_0338,General Medicine,Grok 4.1,18.33,50.77,-32.440000000000005,0.0,4,3,3
MTS_0338,General Medicine,OpenEvidence,111.12,50.77,60.35,60.35,3,1,4
MTS_0339,General Medicine,GPT-5.2,154.82,2.25,152.57,152.57,2,1,3
MTS_0339,General Medicine,Claude 4.5,57.55,2.25,55.3,55.3,3,2,2
MTS_0339,General Medicine,Gemini 3,126.26,148.77,-22.510000000000005,0.0,3,3,3
MTS_0339,General Medicine,Grok 4.1,73.09,2.25,70.84,70.84,2,1,3
MTS_0339,General Medicine,OpenEvidence,242.59,2.25,240.34,240.34,2,1,1
MTS_0340,General Medicine,GPT-5.2,227.18,697.17,-469.98999999999995,0.0,3,3,3
MTS_0340,General Medicine,Claude 4.5,558.82,654.81,-95.9899999999999,0.0,3,2,3
MTS_0340,General Medicine,Gemini 3,859.53,697.17,162.36,162.36,2,1,3
MTS_0340,General Medicine,Grok 4.1,566.69,654.81,-88.11999999999989,0.0,2,2,3
MTS_0340,General Medicine,OpenEvidence,10.12,697.17,-687.05,0.0,4,4,2
MTS_0343,General Medicine,GPT-5.2,8.61,37.38,-28.770000000000003,0.0,3,3,3
MTS_0343,General Medicine,Claude 4.5,0.0,37.38,-37.38,0.0,3,4,3
MTS_0343,General Medicine,Gemini 3,0.0,37.38,-37.38,0.0,3,4,2
MTS_0343,General Medicine,Grok 4.1,117.57,37.38,80.19,80.19,3,2,4
MTS_0343,General Medicine,OpenEvidence,117.57,37.38,80.19,80.19,3,1,3
MTS_0344,General Medicine,GPT-5.2,109.05,106.45,2.5999999999999943,2.5999999999999943,3,3,4
MTS_0344,General Medicine,Claude 4.5,437.32,106.45,330.87,330.87,2,1,4
MTS_0344,General Medicine,Gemini 3,40.75,106.45,-65.7,0.0,4,4,3
MTS_0344,General Medicine,Grok 4.1,31.77,106.45,-74.68,0.0,4,3,3
MTS_0344,General Medicine,OpenEvidence,355.85,106.45,249.40000000000003,249.40000000000003,2,1,1
MTS_0346,General Medicine,GPT-5.2,42.41,0.0,42.41,42.41,3,2,4
MTS_0346,General Medicine,Claude 4.5,243.54,0.0,243.54,243.54,3,3,3
MTS_0346,General Medicine,Gemini 3,211.89,0.0,211.89,211.89,3,2,3
MTS_0346,General Medicine,Grok 4.1,46.21,0.0,46.21,46.21,3,2,3
MTS_0346,General Medicine,OpenEvidence,0.0,0.0,0.0,0.0,1,1,1
MTS_0356,General Medicine,GPT-5.2,0.0,0.0,0.0,0.0,4,4,3
